clade_name	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Candidatus_Nitrosopumilus_sediminis	0	1	0	3	0	1	12	9	4	0	4	3	2	12	0	27	2	12	3	0
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_piranensis	2	0	1	5	0	11	2	68	7	0	0	12	4	7	0	68	29	19	6	4
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_maritimus	0	0	0	0	1	0	2	4	0	0	0	5	59	3	3	7	1	12	0	1
d__Archaea|p__Thaumarchaeota|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Candidatus_Nitrosopumilus_sp._SW	0	0	2	1	0	0	0	0	6	0	3	5	16	3	1	9	3	2	14	10
d__Archaea|p__Crenarchaeota	31	17	54	59	39	46	116	290	152	10	185	192	231	251	62	2092	1309	3387	981	625
d__Archaea|p__Crenarchaeota|c__Thermoprotei	31	17	54	59	39	46	116	290	152	10	185	192	231	251	62	2092	1309	3387	981	625
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Fervidicoccales	1	1	3	3	1	0	0	11	0	0	1	1	1	5	1	15	18	17	6	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Fervidicoccales|f__Fervidicoccaceae	1	1	3	3	1	0	0	11	0	0	1	1	1	5	1	15	18	17	6	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Fervidicoccales|f__Fervidicoccaceae|g__Fervidicoccus	1	1	3	3	1	0	0	11	0	0	1	1	1	5	1	15	18	17	6	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Fervidicoccales|f__Fervidicoccaceae|g__Fervidicoccus|s__Fervidicoccus_fontis	1	1	3	3	1	0	0	11	0	0	1	1	1	5	1	15	18	17	6	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales	3	0	5	2	6	5	5	9	13	0	32	19	21	18	4	28	16	417	72	5
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae	2	0	0	0	3	1	0	1	0	0	0	4	3	0	0	2	2	0	4	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae|g__Acidilobus	2	0	0	0	3	1	0	1	0	0	0	4	3	0	0	2	2	0	4	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae|g__Acidilobus|s__Acidilobus_saccharovorans	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	1	0	0	1	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae|g__Acidilobus|s__Acidilobus_sp._7A	2	0	0	0	3	0	0	1	0	0	0	0	1	0	0	1	2	0	3	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Caldisphaeraceae	1	0	5	2	3	4	5	8	13	0	32	15	18	18	4	26	14	417	68	5
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Caldisphaeraceae|g__Caldisphaera	1	0	5	2	3	4	5	8	13	0	32	15	18	18	4	26	14	417	68	5
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Acidilobales|f__Caldisphaeraceae|g__Caldisphaera|s__Caldisphaera_lagunensis	1	0	5	2	3	4	5	8	13	0	32	15	18	18	4	26	14	417	68	5
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales	1	2	5	19	6	4	18	63	9	4	32	26	28	42	13	205	81	589	117	89
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae	1	0	3	4	3	3	12	11	4	1	2	3	3	21	3	40	15	47	51	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae|g__Pyrodictium	0	0	0	3	3	3	1	4	1	1	0	2	3	8	1	5	0	21	44	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae|g__Pyrodictium|s__Pyrodictium_delaneyi	0	0	0	3	3	3	1	4	1	1	0	2	3	8	1	5	0	21	44	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae|g__Hyperthermus	0	0	0	0	0	0	5	1	0	0	1	0	0	4	0	5	0	2	2	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae|g__Hyperthermus|s__Hyperthermus_butylicus	0	0	0	0	0	0	5	1	0	0	1	0	0	4	0	5	0	2	2	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae|g__Pyrolobus	1	0	3	1	0	0	6	6	3	0	1	1	0	9	2	30	15	24	5	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Pyrodictiaceae|g__Pyrolobus|s__Pyrolobus_fumarii	1	0	3	1	0	0	6	6	3	0	1	1	0	9	2	30	15	24	5	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae	0	2	2	15	3	1	6	52	5	3	30	23	25	21	10	165	66	542	66	88
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Thermosphaera	0	0	0	0	1	0	0	8	0	0	3	1	2	0	3	73	46	433	53	75
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Thermosphaera|s__Thermosphaera_aggregans	0	0	0	0	1	0	0	8	0	0	3	1	2	0	3	73	46	433	53	75
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Thermogladius	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	11	0	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Thermogladius|s__Thermogladius_calderae	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	11	0	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Aeropyrum	0	0	0	0	0	0	0	29	0	0	1	3	10	7	0	5	0	11	0	2
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Aeropyrum|s__Aeropyrum_pernix	0	0	0	0	0	0	0	23	0	0	1	0	4	0	0	0	0	0	0	2
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Aeropyrum|s__Aeropyrum_camini	0	0	0	0	0	0	0	6	0	0	0	3	6	7	0	5	0	11	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus	0	1	0	4	1	0	2	2	2	0	6	1	8	2	2	5	0	77	1	3
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus|s__Ignicoccus_islandicus	0	0	0	2	0	0	1	1	0	0	2	1	1	0	0	0	0	75	1	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus|s__Ignicoccus_hospitalis	0	1	0	2	1	0	1	1	2	0	4	0	7	2	2	5	0	2	0	3
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Desulfurococcus	0	1	2	4	0	0	1	0	0	3	10	1	0	5	1	40	1	3	3	7
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Desulfurococcus|s__Desulfurococcus_mucosus	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	34	1	1	0	2
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Desulfurococcus|s__Desulfurococcus_amylolyticus	0	1	2	3	0	0	1	0	0	3	10	1	0	3	1	6	0	2	3	5
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Staphylothermus	0	0	0	7	1	1	3	11	3	0	10	15	4	7	4	41	19	7	9	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Staphylothermus|s__Staphylothermus_marinus	0	0	0	2	1	0	0	2	1	0	7	3	4	0	2	21	7	4	8	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Staphylothermus|s__Staphylothermus_hellenicus	0	0	0	5	0	1	3	9	2	0	2	12	0	7	2	20	11	2	1	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales	10	3	8	6	7	3	15	21	15	1	36	18	49	34	10	341	202	449	53	25
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae	0	3	1	3	0	0	1	1	3	0	7	7	15	6	8	8	6	51	18	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__Thermofilum	0	3	1	3	0	0	1	1	3	0	7	7	15	6	8	8	6	51	18	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__Thermofilum|s__Thermofilum_adornatus	0	1	0	1	0	0	1	0	3	0	7	7	14	5	8	2	3	50	17	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__Thermofilum|s__Thermofilum_uzonense	0	2	1	2	0	0	0	1	0	0	0	0	1	0	0	3	0	1	1	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermofilaceae|g__Thermofilum|s__Thermofilum_pendens	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae	10	0	7	3	7	3	14	20	12	1	29	11	34	28	2	333	196	398	35	24
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Caldivirga	0	0	0	0	0	0	0	0	5	0	0	0	1	0	1	5	5	2	0	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Caldivirga|s__Caldivirga_maquilingensis	0	0	0	0	0	0	0	0	5	0	0	0	1	0	1	5	5	2	0	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Vulcanisaeta	0	0	0	2	1	2	0	5	4	0	6	0	1	5	0	230	84	57	15	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Vulcanisaeta|s__Vulcanisaeta_moutnovskia	0	0	0	1	1	2	0	5	4	0	1	0	0	5	0	230	83	22	14	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Vulcanisaeta|s__Vulcanisaeta_distributa	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	1	35	1	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Thermoproteus	1	0	2	0	1	1	8	4	1	1	1	0	1	4	1	5	2	271	6	11
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Thermoproteus|s__Thermoproteus_tenax	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	5	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Thermoproteus|s__Thermoproteus_uzoniensis	0	0	2	0	1	1	8	4	1	0	1	0	1	4	1	5	2	267	1	11
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum	9	0	5	1	5	0	6	11	2	0	22	11	31	19	0	93	105	68	14	11
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_neutrophilum	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	4	5	1	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_ferrireducens	2	0	0	1	0	0	1	8	0	0	0	5	7	14	0	74	13	46	8	6
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_aerophilum	1	0	0	0	2	0	1	0	0	0	16	0	1	0	0	3	3	5	3	2
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_arsenaticum	2	0	4	0	0	0	1	1	1	0	1	1	7	3	0	10	84	7	0	3
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_islandicum	4	0	1	0	3	0	3	2	1	0	5	0	14	2	0	3	1	5	2	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales	16	11	33	29	19	34	78	186	115	5	84	128	132	152	34	1503	992	1914	733	506
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae	16	11	33	29	19	34	78	186	115	5	84	128	132	152	34	1503	992	1914	733	506
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfodiicoccus	0	0	1	0	0	0	0	1	0	0	4	0	1	1	0	1	3	7	0	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfodiicoccus|s__Sulfodiicoccus_acidiphilus	0	0	1	0	0	0	0	1	0	0	4	0	1	1	0	1	3	7	0	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Saccharolobus	1	1	1	1	1	1	19	21	4	1	5	11	13	20	10	11	13	6	134	102
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Saccharolobus|s__Saccharolobus_solfataricus	1	1	1	1	1	1	19	21	4	1	5	11	13	20	10	11	13	6	134	102
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera	4	1	3	7	3	0	6	12	1	0	3	3	11	12	1	37	11	22	35	2
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera|s__Metallosphaera_sedula	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	17	2	16	22	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera|s__Metallosphaera_hakonensis	0	0	1	2	1	0	0	2	0	0	1	2	6	6	1	12	6	5	13	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Metallosphaera|s__Metallosphaera_cuprina	3	0	0	5	1	0	6	10	1	0	2	1	5	5	0	8	3	1	0	2
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus	3	5	10	5	2	12	26	42	29	3	28	37	36	31	3	950	691	871	460	382
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_sp._A20	0	1	4	2	0	2	2	0	1	0	6	6	10	0	0	16	29	2	0	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_sp._JCM_16833	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	7	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_sp._JCM_16834	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_islandicus	2	4	2	2	2	8	18	35	10	1	10	24	14	14	2	11	6	46	16	4
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfolobus|s__Sulfolobus_acidocaldarius	1	0	4	1	0	2	6	7	18	2	6	7	12	12	1	923	656	822	437	377
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus	4	2	16	13	9	17	25	91	74	1	42	53	57	68	18	321	265	969	88	14
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus_hospitalis	1	1	1	3	0	1	2	21	16	0	3	4	7	4	13	6	2	35	14	0
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus_sulfidivorans	1	0	7	4	4	1	8	15	27	0	11	12	14	13	1	104	108	3	8	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus_brierleyi	0	0	4	2	2	9	6	25	13	1	11	20	11	26	2	170	130	873	35	1
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Acidianus|s__Acidianus_manzaensis	2	1	4	4	3	6	9	30	18	0	17	17	25	25	2	41	24	58	30	12
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfurisphaera	4	2	2	2	4	2	2	17	7	0	2	23	14	19	1	181	9	37	13	4
d__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__Sulfurisphaera|s__Sulfurisphaera_tokodaii	4	2	2	2	4	2	2	17	7	0	2	23	14	19	1	181	9	37	13	4
d__Archaea|p__Euryarchaeota	1838	55	385	376	3387	288	869	1459	696	131	757	1059	1465	1589	481	11880	6665	17880	7166	12243
d__Archaea|p__Euryarchaeota|c__Methanopyri	1	0	0	0	0	1	0	0	0	0	4	4	17	2	0	0	12	8	2	21
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales	1	0	0	0	0	1	0	0	0	0	4	4	17	2	0	0	12	8	2	21
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae	1	0	0	0	0	1	0	0	0	0	4	4	17	2	0	0	12	8	2	21
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus	1	0	0	0	0	1	0	0	0	0	4	4	17	2	0	0	12	8	2	21
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus|s__Methanopyrus_sp._SNP6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus|s__Methanopyrus_sp._KOL6	0	0	0	0	0	1	0	0	0	0	4	0	16	0	0	0	0	1	0	17
d__Archaea|p__Euryarchaeota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus|s__Methanopyrus_kandleri	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	12	6	2	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi	4	2	23	7	3	4	38	24	18	2	14	26	41	38	5	444	99	439	154	30
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales	4	2	23	7	3	4	38	24	18	2	14	26	41	38	5	444	99	439	154	30
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae	4	2	23	7	3	4	38	24	18	2	14	26	41	38	5	444	99	439	154	30
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Ferroglobus	2	1	0	2	0	2	7	5	8	0	6	4	11	12	1	280	29	186	77	6
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Ferroglobus|s__Ferroglobus_placidus	2	1	0	2	0	2	7	5	8	0	6	4	11	12	1	280	29	186	77	6
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Geoglobus	1	0	1	2	0	0	2	5	7	0	4	10	25	5	2	2	8	174	61	1
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Geoglobus|s__Geoglobus_ahangari	1	0	0	0	0	0	2	3	5	0	2	5	16	4	1	0	4	2	0	1
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Geoglobus|s__Geoglobus_acetivorans	0	0	1	2	0	0	0	2	2	0	2	5	9	1	1	2	4	172	61	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus	1	1	22	3	3	2	29	14	3	2	4	12	5	21	2	162	62	79	16	23
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus_veneficus	1	0	22	1	1	1	17	2	0	0	3	4	2	7	1	102	14	45	0	22
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus_fulgidus	0	0	0	2	0	0	1	0	0	1	0	0	3	1	0	28	22	11	0	1
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus_profundus	0	1	0	0	0	0	0	3	1	1	0	5	0	9	0	15	22	12	0	0
d__Archaea|p__Euryarchaeota|c__Archaeoglobi|o__Archaeoglobales|f__Archaeoglobaceae|g__Archaeoglobus|s__Archaeoglobus_sulfaticallidus	0	0	0	0	2	1	11	9	2	0	1	3	0	4	1	17	4	11	16	0
d__Archaea|p__Euryarchaeota|c__Thermococci	21	5	46	39	31	22	60	128	55	13	94	99	131	142	34	1129	810	1703	402	108
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales	21	5	46	39	31	22	60	128	55	13	94	99	131	142	34	1129	810	1703	402	108
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae	21	5	46	39	31	22	60	128	55	13	94	99	131	142	34	1129	810	1703	402	108
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Palaeococcus	0	0	0	0	1	0	1	1	2	0	1	2	4	1	0	4	10	3	1	7
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Palaeococcus|s__Palaeococcus_pacificus	0	0	0	0	1	0	1	1	2	0	1	2	4	1	0	4	10	3	1	7
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus	6	1	8	11	7	6	7	28	9	1	18	27	35	36	9	138	75	430	45	15
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_sp._NA2	0	0	2	0	1	0	3	2	0	0	0	1	1	2	0	42	3	94	9	3
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_abyssi	1	0	1	6	0	0	0	4	2	0	5	3	0	2	0	4	6	3	0	3
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_horikoshii	1	0	0	0	3	1	1	2	2	1	1	3	8	5	1	3	0	8	0	1
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_kukulkanii	0	0	0	0	0	1	1	4	2	0	0	0	0	4	0	24	1	15	5	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_sp._ST04	1	1	1	2	1	0	1	11	0	0	0	10	13	16	3	39	16	13	9	4
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_furiosus	2	0	0	1	0	1	1	4	2	0	2	8	1	5	4	8	5	13	9	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_yayanosii	1	0	4	2	2	3	0	1	1	0	9	1	10	2	1	16	43	283	13	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	14	4	38	28	22	16	52	99	44	12	75	70	92	105	25	987	725	1270	356	86
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_gorgonarius	0	0	0	1	1	0	0	0	0	0	1	4	3	6	1	156	149	9	2	10
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_piezophilus	0	0	1	1	0	0	8	4	1	1	3	2	9	1	1	2	0	11	3	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp._5-4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_nautili	1	0	0	0	1	0	0	0	2	0	1	1	1	7	3	6	36	12	8	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_cleftensis	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	68	3	1
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_gammatolerans	0	1	1	0	0	0	0	0	0	0	0	0	2	2	0	37	5	20	3	12
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_kodakarensis	0	0	3	2	0	0	0	0	0	0	0	1	0	1	0	2	0	28	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_barossii	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp._4557	0	0	4	0	0	1	2	7	2	0	6	9	2	3	0	4	4	91	3	0
